"date","account","category","amount","currency","converted.amount","currency.1","description"
"13/05/2017","Expense Account 1","Entertainment","-400","INR","-400","INR",""
"14/05/2017","Expense Account 1","Entertainment","-42","INR","-42","INR",""
"15/05/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"15/05/2017","Expense Account 1","Miscellaneous","-112","INR","-112","INR",""
"15/05/2017","Expense Account 1","Entertainment","-2,700","INR","-2,700","INR",""
"15/05/2017","Expense Account 1","Home Food","-59","INR","-59","INR",""
"15/05/2017","Expense Account 1","Home Food","-35","INR","-35","INR",""
"17/05/2017","Expense Account 1","Commuting","-235","INR","-235","INR",""
"17/05/2017","Expense Account 1","Entertainment","-30","INR","-30","INR",""
"17/05/2017","Expense Account 1","Home Food","-20","INR","-20","INR",""
"18/05/2017","Expense Account 1","Commuting","-17","INR","-17","INR",""
"18/05/2017","Expense Account 2","Miscellaneous","-30,900","INR","-30,900","INR",""
"18/05/2017","Expense Account 1","Commuting","-75","INR","-75","INR",""
"18/05/2017","Expense Account 1","Home Food","-45","INR","-45","INR",""
"19/05/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"19/05/2017","Expense Account 1","Commuting","-200","INR","-200","INR",""
"20/05/2017","Expense Account 1","Entertainment","-431","INR","-431","INR",""
"20/05/2017","Expense Account 1","Miscellaneous","-100","INR","-100","INR",""
"20/05/2017","Expense Account 1","Commuting","-76","INR","-76","INR",""
"21/05/2017","Expense Account 1","Miscellaneous","-660","INR","-660","INR",""
"22/05/2017","Expense Account 1","Commuting","-116","INR","-116","INR",""
"23/05/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"23/05/2017","Expense Account 1","Commuting","-28","INR","-28","INR",""
"24/05/2017","Expense Account 1","Commuting","-211","INR","-211","INR",""
"25/05/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"25/05/2017","Expense Account 1","Home Food","-63","INR","-63","INR",""
"25/05/2017","Expense Account 1","Miscellaneous","-26","INR","-26","INR",""
"26/05/2017","Expense Account 1","Entertainment","-85","INR","-85","INR",""
"26/05/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"27/05/2017","Expense Account 1","Entertainment","-545","INR","-545","INR",""
"27/05/2017","Expense Account 1","Miscellaneous","-95","INR","-95","INR",""
"28/05/2017","Expense Account 1","Home Food","-33","INR","-33","INR",""
"29/05/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"29/05/2017","Expense Account 1","Commuting","-178","INR","-178","INR",""
"30/05/2017","Expense Account 1","Commuting","-20","INR","-20","INR",""
"30/05/2017","Expense Account 1","Home Food","-34","INR","-34","INR",""
"31/05/2017","Expense Account 1","Miscellaneous","-120","INR","-120","INR",""
"01/06/2017","Expense Account 1","Commuting","-10","INR","-10","INR",""
"01/06/2017","Expense Account 1","Commuting","-77","INR","-77","INR",""
"02/06/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"04/06/2017","Expense Account 1","Miscellaneous","-267","INR","-267","INR",""
"04/06/2017","Expense Account 1","Entertainment","-1,300","INR","-1,300","INR",""
"04/06/2017","Expense Account 1","Entertainment","-100","INR","-100","INR",""
"04/06/2017","Expense Account 1","Entertainment","-600","INR","-600","INR",""
"04/06/2017","Expense Account 1","Miscellaneous","-1,699","INR","-1,699","INR",""
"04/06/2017","Expense Account 1","Entertainment","-900","INR","-900","INR",""
"04/06/2017","Expense Account 1","Miscellaneous","-75","INR","-75","INR",""
"05/06/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"06/06/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"06/06/2017","Expense Account 1","Commuting","-165","INR","-165","INR",""
"07/06/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"07/06/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"07/06/2017","Expense Account 1","Miscellaneous","-520","INR","-520","INR",""
"07/06/2017","Expense Account 1","Home Food","-50","INR","-50","INR",""
"08/06/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"08/06/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"08/06/2017","Expense Account 1","Home Food","-48","INR","-48","INR",""
"09/06/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"09/06/2017","Expense Account 1","Commuting","-80","INR","-80","INR",""
"09/06/2017","Expense Account 1","Entertainment","-56","INR","-56","INR",""
"11/06/2017","Expense Account 1","Home Food","-21","INR","-21","INR",""
"12/06/2017","Expense Account 1","Commuting","-82","INR","-82","INR",""
"13/06/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"13/06/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"14/06/2017","Expense Account 1","Home Food","-44","INR","-44","INR",""
"14/06/2017","Expense Account 1","Entertainment","-739","INR","-739","INR",""
"15/06/2017","Expense Account 1","Commuting","-217","INR","-217","INR",""
"15/06/2017","Expense Account 1","Commuting","-217","INR","-217","INR",""
"15/06/2017","Expense Account 1","Miscellaneous","-500","INR","-500","INR",""
"15/06/2017","Expense Account 1","Commuting","-62","INR","-62","INR",""
"16/06/2017","Expense Account 1","Miscellaneous","-350","INR","-350","INR",""
"16/06/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"16/06/2017","Expense Account 1","Commuting","-70","INR","-70","INR",""
"17/06/2017","Expense Account 1","Commuting","-40","INR","-40","INR",""
"17/06/2017","Expense Account 1","Home Food","-115","INR","-115","INR",""
"18/06/2017","Expense Account 1","Entertainment","-120","INR","-120","INR",""
"18/06/2017","Expense Account 1","Entertainment","-770","INR","-770","INR",""
"18/06/2017","Expense Account 1","Entertainment","-65","INR","-65","INR",""
"19/06/2017","Expense Account 1","Commuting","-99","INR","-99","INR",""
"19/06/2017","Expense Account 1","Entertainment","-372","INR","-372","INR",""
"21/06/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"21/06/2017","Expense Account 1","Home Food","-113","INR","-113","INR",""
"21/06/2017","Expense Account 1","Miscellaneous","-22","INR","-22","INR",""
"22/06/2017","Expense Account 1","Home Food","-104","INR","-104","INR",""
"22/06/2017","Expense Account 1","Entertainment","-45","INR","-45","INR",""
"23/06/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"23/06/2017","Expense Account 1","Commuting","-5","INR","-5","INR",""
"28/06/2017","Expense Account 1","Miscellaneous","-2,000","INR","-2,000","INR",""
"28/06/2017","Expense Account 1","Entertainment","-1,000","INR","-1,000","INR",""
"28/06/2017","Expense Account 1","Miscellaneous","-1,000","INR","-1,000","INR",""
"28/06/2017","Expense Account 1","Commuting","-220","INR","-220","INR",""
"28/06/2017","Expense Account 1","Entertainment","-100","INR","-100","INR",""
"29/06/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"30/06/2017","Expense Account 1","Commuting","-52","INR","-52","INR",""
"30/06/2017","Expense Account 1","Commuting","-3","INR","-3","INR",""
"01/07/2017","Expense Account 1","Miscellaneous","-267","INR","-267","INR",""
"04/07/2017","Expense Account 1","Commuting","-7","INR","-7","INR",""
"04/07/2017","Expense Account 2","Miscellaneous","-32,999","INR","-32,999","INR",""
"04/07/2017","Expense Account 1","Commuting","-33","INR","-33","INR",""
"04/07/2017","Expense Account 1","Entertainment","-48","INR","-48","INR",""
"05/07/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"05/07/2017","Expense Account 1","Entertainment","-1,210","INR","-1,210","INR",""
"06/07/2017","Expense Account 1","Miscellaneous","-64","INR","-64","INR",""
"07/07/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"07/07/2017","Expense Account 1","Miscellaneous","-299","INR","-299","INR",""
"10/07/2017","Expense Account 1","Miscellaneous","-107","INR","-107","INR",""
"11/07/2017","Expense Account 1","Commuting","-17","INR","-17","INR",""
"12/07/2017","Expense Account 1","Commuting","-76","INR","-76","INR",""
"13/07/2017","Expense Account 1","Entertainment","-105","INR","-105","INR",""
"13/07/2017","Expense Account 1","Entertainment","-75","INR","-75","INR",""
"15/07/2017","Expense Account 1","Miscellaneous","-9,486","INR","-9,486","INR",""
"15/07/2017","Expense Account 1","Clothes","-2,400","INR","-2,400","INR",""
"16/07/2017","Expense Account 1","Miscellaneous","-135","INR","-135","INR",""
"18/07/2017","Expense Account 1","Commuting","-65","INR","-65","INR",""
"18/07/2017","Expense Account 1","Miscellaneous","-180","INR","-180","INR",""
"18/07/2017","Expense Account 1","Miscellaneous","-100","INR","-100","INR",""
"18/07/2017","Expense Account 1","Miscellaneous","-160","INR","-160","INR",""
"19/07/2017","Expense Account 1","Commuting","-11","INR","-11","INR",""
"20/07/2017","Expense Account 1","Commuting","-100","INR","-100","INR",""
"20/07/2017","Expense Account 1","Commuting","-17","INR","-17","INR",""
"21/07/2017","Expense Account 1","Commuting","-12","INR","-12","INR",""
"23/07/2017","Expense Account 1","Home Food","-225","INR","-225","INR",""
"23/07/2017","Expense Account 1","Entertainment","-45","INR","-45","INR",""
"24/07/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"24/07/2017","Expense Account 1","Commuting","-70","INR","-70","INR",""
"25/07/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"25/07/2017","Expense Account 1","Commuting","-250","INR","-250","INR",""
"26/07/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"26/07/2017","Expense Account 1","Commuting","-50","INR","-50","INR",""
"28/07/2017","Expense Account 1","Miscellaneous","-291","INR","-291","INR",""
"29/07/2017","Expense Account 1","Entertainment","-300","INR","-300","INR",""
"30/07/2017","Expense Account 1","Miscellaneous","-1,200","INR","-1,200","INR",""
"31/07/2017","Expense Account 1","Home Food","-50","INR","-50","INR",""
"31/07/2017","Expense Account 1","Commuting","-96","INR","-96","INR",""
"01/08/2017","Expense Account 1","Home Food","-70","INR","-70","INR",""
"01/08/2017","Expense Account 1","Miscellaneous","-100","INR","-100","INR",""
"02/08/2017","Expense Account 1","Commuting","-250","INR","-250","INR",""
"02/08/2017","Expense Account 1","Commuting","-120","INR","-120","INR",""
"03/08/2017","Expense Account 1","Home Food","-31","INR","-31","INR",""
"03/08/2017","Expense Account 1","Commuting","-16","INR","-16","INR",""
"03/08/2017","Expense Account 1","Miscellaneous","-767","INR","-767","INR",""
"03/08/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"05/08/2017","Expense Account 1","Commuting","-190","INR","-190","INR",""
"06/08/2017","Expense Account 1","Entertainment","-95","INR","-95","INR",""
"06/08/2017","Expense Account 1","Home Food","-83","INR","-83","INR",""
"06/08/2017","Expense Account 1","Miscellaneous","-54","INR","-54","INR",""
"07/08/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"08/08/2017","Expense Account 1","Commuting","-256","INR","-256","INR",""
"08/08/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"09/08/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"09/08/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"09/08/2017","Expense Account 1","Entertainment","-43","INR","-43","INR",""
"09/08/2017","Expense Account 1","Miscellaneous","-110","INR","-110","INR",""
"10/08/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"10/08/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"11/08/2017","Expense Account 1","Commuting","-5","INR","-5","INR",""
"15/08/2017","Expense Account 1","Miscellaneous","-80","INR","-80","INR",""
"15/08/2017","Expense Account 1","Miscellaneous","-3,000","INR","-3,000","INR",""
"16/08/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"16/08/2017","Expense Account 1","Entertainment","-650","INR","-650","INR",""
"16/08/2017","Expense Account 1","Entertainment","-1,800","INR","-1,800","INR",""
"16/08/2017","Expense Account 1","Commuting","-230","INR","-230","INR",""
"17/08/2017","Expense Account 1","Home Food","-43","INR","-43","INR",""
"17/08/2017","Expense Account 1","Commuting","-9","INR","-9","INR",""
"17/08/2017","Expense Account 1","Commuting","-40","INR","-40","INR",""
"18/08/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"18/08/2017","Expense Account 1","Entertainment","-1,000","INR","-1,000","INR",""
"18/08/2017","Expense Account 1","Entertainment","-15","INR","-15","INR",""
"18/08/2017","Expense Account 1","Entertainment","-80","INR","-80","INR",""
"19/08/2017","Expense Account 1","Home Food","-100","INR","-100","INR",""
"19/08/2017","Expense Account 1","Home Food","-91","INR","-91","INR",""
"19/08/2017","Expense Account 1","Entertainment","-156","INR","-156","INR",""
"19/08/2017","Expense Account 1","Miscellaneous","-150","INR","-150","INR",""
"19/08/2017","Expense Account 1","Miscellaneous","-1","INR","-1","INR",""
"19/08/2017","Expense Account 1","Miscellaneous","-1","INR","-1","INR",""
"19/08/2017","Expense Account 1","Miscellaneous","-1","INR","-1","INR",""
"20/08/2017","Expense Account 1","Entertainment","-100","INR","-100","INR",""
"20/08/2017","Expense Account 1","Miscellaneous","-1","INR","-1","INR",""
"20/08/2017","Expense Account 1","Home Food","-170","INR","-170","INR",""
"20/08/2017","Expense Account 1","Entertainment","-48","INR","-48","INR",""
"21/08/2017","Expense Account 1","Commuting","-17","INR","-17","INR",""
"22/08/2017","Expense Account 1","Entertainment","-100","INR","-100","INR",""
"22/08/2017","Expense Account 1","Commuting","-30","INR","-30","INR",""
"23/08/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"24/08/2017","Expense Account 1","Commuting","-260","INR","-260","INR",""
"25/08/2017","Expense Account 1","Miscellaneous","-10","INR","-10","INR",""
"26/08/2017","Expense Account 1","Miscellaneous","-60","INR","-60","INR",""
"26/08/2017","Expense Account 1","Home Food","-105","INR","-105","INR",""
"26/08/2017","Expense Account 1","Miscellaneous","-1,500","INR","-1,500","INR",""
"26/08/2017","Expense Account 1","Miscellaneous","-10","INR","-10","INR",""
"27/08/2017","Expense Account 2","Miscellaneous","-13,500","INR","-13,500","INR",""
"31/08/2017","Expense Account 1","Commuting","-7","INR","-7","INR",""
"31/08/2017","Expense Account 1","Home Food","-31","INR","-31","INR",""
"31/08/2017","Expense Account 1","Miscellaneous","-5,000","INR","-5,000","INR",""
"31/08/2017","Expense Account 1","Commuting","-150","INR","-150","INR",""
"01/09/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"01/09/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"02/09/2017","Expense Account 1","Home Food","-444","INR","-444","INR",""
"02/09/2017","Expense Account 1","Home Food","-28","INR","-28","INR",""
"02/09/2017","Expense Account 1","Miscellaneous","-74","INR","-74","INR",""
"03/09/2017","Expense Account 1","Home Food","-60","INR","-60","INR",""
"03/09/2017","Expense Account 1","Home Food","-95","INR","-95","INR",""
"04/09/2017","Expense Account 1","Commuting","-15","INR","-15","INR",""
"05/09/2017","Expense Account 1","Commuting","-30","INR","-30","INR",""
"06/09/2017","Expense Account 1","Commuting","-30","INR","-30","INR",""
"07/09/2017","Expense Account 1","Commuting","-11","INR","-11","INR",""
"08/09/2017","Expense Account 1","Commuting","-32","INR","-32","INR",""
"09/09/2017","Expense Account 1","Miscellaneous","-230","INR","-230","INR",""
"09/09/2017","Expense Account 1","Home Food","-60","INR","-60","INR",""
"09/09/2017","Expense Account 1","Entertainment","-32","INR","-32","INR",""
"10/09/2017","Expense Account 1","Home Food","-155","INR","-155","INR",""
"11/09/2017","Expense Account 1","Commuting","-32","INR","-32","INR",""
"12/09/2017","Expense Account 1","Home Food","-195","INR","-195","INR",""
"13/09/2017","Expense Account 1","Home Food","-118","INR","-118","INR",""
"13/09/2017","Expense Account 1","Commuting","-106","INR","-106","INR",""
"13/09/2017","Expense Account 1","Commuting","-17","INR","-17","INR",""
